customer_id,channel,geo,start_date,end_date,carrier,profession,cancellation_reason
d391498b5f5b76767c800c4bb39aa9d6,social,KS,2018-03-16,2019-03-16,2,1001,
15eb363c30cb5a795bd67ef3588a6edf,sem,TN,2018-03-14,2019-03-14,3,3000,
b5e952d68778fde56ed8012d82ff1131,affiliation,WA,2018-04-10,2019-04-10,2,1000,
895c6e037f4cb0c1fd603db226804808,email,AZ,2018-05-14,2018-07-16,7,100001,Non-Payment
a02734d9f86ea43d599aaaaa381b1ffa,email,TX,2018-01-12,2019-01-12,5,5014,
6aadb008d70e51476be70c6921f475a4,email,IN,2016-10-03,2017-10-03,2,1000,
a124b08af9f501adfc700d3b373ce4c9,email,MA,2018-01-16,2019-01-16,5,5005,
a88731553a35d3eb1da0ff8dfc75af40,email,TN,2018-06-28,2019-06-28,7,100012,
33cd2fa80f7e824660da61c1fb5eee24,sem,VA,2018-06-18,2018-07-16,7,5006,Insured is no longer in business
88fdb2fb16256d4b36b1e0ea64e87ebe,email,OH,2018-05-24,2019-05-24,7,5005,
a6b30eefc1d2ac98e57a527e08b6fc31,sem,NY,2017-10-12,2018-01-12,2,1000,Non-Payment
4b90010cbc4d0e9c77c1b0c4c552e7d9,affiliation,CT,2017-12-13,2018-12-13,2,1000,
72a1da560eeb88f0dd1d7d9cc5d0c213,organic,IN,2018-06-25,2019-06-25,7,1000,
c094def149ab137ea20c2c554b5a8e82,social,SC,2018-03-16,2019-03-16,7,5003,
291224b66fa3f262bacae4db9d91a5b4,support,TX,2018-05-18,2018-07-18,7,5010,Non-Payment
270a95318cc575b27c41cc7c282fdea5,email,WA,2017-04-12,2017-06-29,2,1000,No longer needed
9a25c429c292c621d4af5739c9dd11a2,social,NC,2018-03-27,2019-03-27,7,5003,
9185bd34fc043cc5a2bdac0e4b110a9f,email,FL,2017-10-16,2018-10-16,2,1000,
229bd1f9cc9091a9c8dcaa0f07c75626,email,TX,2017-04-03,2018-04-03,2,1000,
8174057ee0928117dd2b1d0fd163908f,sem,PA,2018-06-09,2019-06-09,7,5011,
b465dce7d48e24bbf12f628f92f308d5,sem,WA,2016-11-16,2017-11-16,2,1000,
a50c142fec926d4557e02b851de74bf3,organic,CA,2017-11-16,2018-05-29,2,1000,Insured is covered by employer
2f287855c566cedafeaaa7cc9845e927,support,CA,2017-10-31,2018-10-31,2,1000,
8c8ea7af9aca8007773c52627ef3fb19,unknown,NY,2018-03-23,2018-07-08,2,1000,I had a short-term need for insurance that has ended
1aef83703c6b856dec97d460b229fdbd,sem,ID,2018-05-29,2019-05-29,7,5010,
f2fd0ec4fe4cb12256332c470c6e8cbc,sem,MA,2018-01-02,2019-01-02,2,1000,
4d529ebf83ce42c361fe3637d2222c65,sem,GA,2018-03-05,2019-03-05,7,100001,
cadc7d203741e260cfdc224f4e05f447,sem,NY,2018-01-02,2019-01-02,3,3000,
78d6581122706c19e2babf83994bb598,email,IL,2018-06-20,2019-06-20,7,1000,
07781a6d12a2a10cb169e697366eb741,sem,IL,2017-07-31,2018-07-31,2,1000,
ea3ed9b4769cf57b5e4eccbc07ee4e6b,sem,NC,2017-10-07,2018-01-08,3,3000,Non-Payment
74da2ece5e2c4e0b7745aee53947306a,unknown,CO,2017-04-07,2018-04-07,2,1000,
0082f94c414b87810c8e4f58e619fd63,affiliation,IL,2018-01-01,2019-01-01,2,1000,
19258b335bdb83cabf87532fe30c2a3f,sem,NJ,2018-01-29,2019-01-29,7,5008,
cb7d2fd6144dc48674321e0a25bffdd1,support,MI,2018-05-21,2019-05-21,7,5010,
1e2c583fd8703e3dae4e244d1d1deb43,sem,TX,2017-02-24,2018-02-24,2,1000,
fa54af9f4ccff93ac26ee7f2d991d429,sem,NY,2018-01-13,2018-01-13,2,1000,Coverage not as expected
b70e5723c1332a18b549efdd610c9b17,sem,TX,2018-01-27,2018-03-22,5,5008,Inspection findings
561c8ea21865d710febdf72f7e8e3e47,sem,GA,2018-03-01,2019-03-01,7,5005,
712bbf3ca0ad5effcdac7970d2efcaaf,email,NY,2018-05-02,2019-05-02,2,1000,
35ee59eb33c0f35313e75dc364e2a88c,support,RI,2017-05-03,2018-05-03,3,3000,
28274f674cb6ec76f34a754733a69b7c,direct,PA,2017-11-27,2018-11-27,2,1000,
4a383e185bbf50f556df484586235d2d,sem,IA,2018-06-04,2019-06-04,7,5006,
821715901d1e6f74a650510f9e79089b,organic,NY,2018-02-14,2019-02-14,2,1000,
5b8237fe79257f413964b37ab6a3515e,sem,CA,2017-06-07,2018-06-07,2,1000,
ed5a6fc710ec222094113744da9f6b1e,sem,SC,2017-01-23,2017-09-28,2,1000,Covered by employer
2f0d674f74d81ba51fcabaab5b15ffb3,social,CA,2017-01-24,2018-01-24,2,1000,
a4c67ceb2dab31f406646662f88273b6,organic,SC,2017-12-15,2018-12-15,5,5005,
b2fdf1ce25915a4fc0c66198286bfc0d,sem,WA,2017-10-30,2018-10-30,3,3000,
a436af9e3a67aec70a90b5f15b0817d7,direct,CO,2017-10-26,2018-03-28,2,1000,No longer in business
95ef10576812fc7809827d98960a0c77,sem,DE,2016-11-11,2017-11-11,2,1000,
0a3bf9b2683c8cb86aaa01c6901e42f2,email,MO,2017-09-07,2017-11-07,2,1000,Non-Payment
d8fa1da149d5ac4b136500d4e2c2f76c,affiliation,KS,2018-04-17,2019-04-17,2,1000,
3be18cd95f59e36a4a77eaa4a0b80bc5,sem,NH,2017-09-14,2018-09-14,2,1000,
3f2ca23e852408ea019d737d717a8fa1,sem,CO,2018-04-02,2019-04-02,7,5009,
bff649feeb8ed0ce26a0e7cb27dfdebf,email,TX,2017-08-29,2018-08-29,2,1000,
c7fd750838ce4193695e4602040c93f6,organic,ME,2018-05-25,2019-05-25,3,3000,
97166867f9d74696e7b72831b8a29bb1,sem,CA,2017-11-01,2018-04-02,2,1000,Non-Payment
6ff04f0c42be50fc3528aed76ac5f3b7,display,IL,2018-02-05,2019-02-05,5,5006,
3949105e555ee0e0529e166ae0e157b9,support,TN,2018-04-03,2019-04-03,7,5007,
27c1ad251f85aa85524d35ba4252ac32,sem,PA,2017-11-22,2018-03-19,5,5006,Non-Payment
17b7e61d3cfdb19512a3b05e5a5ad628,sem,CO,2017-06-05,2018-06-05,2,1000,
23cc1b1e3d7c86f31c1d24b4cc3933a6,,NC,2018-06-01,2019-06-01,7,5006,
5dd347e3986dc02640b5ca9bc2288950,sem,NC,2018-04-19,2019-04-19,7,100001,
fcbb117369e6e2d3f5892afbfc1aeb19,email,UT,2018-01-30,2019-01-30,5,5006,
c2d366e7a15facdc141d014474010f34,social,CA,2018-01-05,2018-04-23,5,5003,Non-Payment
c252e5a1c860f5441f26f3860bb99eb4,support,TX,2018-06-19,2019-06-19,7,100001,
2ba8de73c006059947f80b23eef1d42f,email,CA,2018-05-21,2019-05-21,7,100001,
87af5e76c7f1e064a5d51d525fc3af79,affiliation,RI,2018-06-20,2019-06-20,7,5006,
39301dcea3ad9e3d20d1c010cdff8e80,sem,CT,2018-02-14,2018-02-14,5,5009,Other
2f95b03c12f83a328abe4880acfec41f,sem,LA,2017-10-26,2018-10-26,2,1000,
dd0bf314c202a9f8a340cf5a0d1c4a0c,organic,NE,2017-08-16,2018-08-16,5,5006,
292bebfd2980f64b715a2d3c1d1fb07c,sem,CA,2017-11-29,2018-11-29,2,1000,
0ea0d93b7408f79f286a57d36b1afe89,sem,CO,2018-03-01,2019-03-01,7,100001,
d2840c1ac9994a4247030d4a699179c5,sem,GA,2017-03-04,2017-12-30,2,1000,Non-Payment
06e39279441e3d2dc95b09ecc029e0d2,email,CA,2017-01-09,2018-01-09,2,1000,
cbbad195e7f2e9f5499d6633bfec9f0a,email,WI,2017-05-15,2018-03-07,5,5006,No longer in business
c518e593c330f8a2ef6f32a1fc7767e3,email,CA,2017-09-20,2017-12-21,2,1000,Covered by employer
79ab333ed0555d3e0f7bcc9db026e9bf,sem,OH,2018-04-10,2019-04-10,7,5005,
1ba49ab49b0553f0665467a9113f3bf0,sem,PA,2018-03-15,2019-03-15,5,5008,
1286bc483546c927ede96b9f24896350,sem,AZ,2018-05-10,2019-05-10,7,5006,
165646055d9ba7f2afb0c3b544ad5b8c,email,CA,2018-04-17,2019-04-17,2,1000,
9ac350b0ee50933e9cc86cd93416786c,sem,GA,2017-05-31,2018-05-31,5,5006,
59bef92b953a7ab4eb885fce7563cae4,direct,NC,2018-03-15,2019-03-15,7,5014,
db9a2cef917a4cad6323c72283d182e0,social,TN,2018-05-15,2019-05-15,7,5003,
6b5370c389fe86da360c5ef1e6ec1673,affiliation,NY,2017-11-20,2018-06-09,2,1000,Non-Payment
461a18b325fa558a1cb8e73e9361ed04,sem,NV,2017-09-07,2018-09-07,2,1000,
8c17c4204e3d02ee234a6d1c623493e3,social,CA,2017-06-12,2017-11-03,3,3000,Can't Afford
e273cf68a7dfbe3c66e5e56d14cebd52,sem,CA,2017-03-08,2018-03-08,2,1000,
a21e7a50a5580acc51f08c2b1c1acfb8,email,NC,2018-05-24,2019-05-24,7,5007,
8d83e36da94f8dac9f4965b6dccd45ce,sem,IL,2018-05-24,2019-05-24,7,100001,
f5da8ed1fb4995731c153e1d4f43a338,sem,AL,2017-11-06,2018-11-06,5,5006,
3f88975cca7a566ebd15936a4c55fbb6,email,PA,2018-03-13,2019-03-13,2,1000,
c908e18ea5e1b2dfc7a24fe28c13f4f0,email,IL,2017-03-06,2017-11-12,3,3000,No longer in business
11cf801f1ab6a31f9d71a7dae1a6db5f,social,MI,2018-04-04,2018-05-04,7,100001,Insured is no longer in business
c903ed3a75c19bf65b5e6f97424ab902,support,PA,2017-11-15,2018-01-16,5,5006,Non-Payment
c13f910d442164bf5b135a4d67206d9e,sem,TX,2018-03-16,2019-03-16,7,5007,
6460fc4a926f015c9cf271769a609f30,sem,NJ,2017-06-15,2017-12-08,2,1000,No insurance
1bdf72156f9cb6a436db7bb6ca3b1a07,affiliation,NY,2018-04-02,2019-04-02,2,1000,
1e8ad2fe54de9df12b17a9dbb46f5151,sem,ID,2018-05-14,2019-05-14,7,5013,
0aa666a76303e20e1d3cd555cfefbbf5,sem,PA,2018-05-08,2018-07-09,7,5006,Non-Payment
89900ce35a7ea8e62e6346a2bcca51fb,organic,ID,2018-02-14,2019-02-14,2,1000,
c006e6ba562a1abd754d566710fba72a,email,WA,2017-09-27,2018-09-27,2,1000,
3846de526cf1f63efb1fa9f6ef1e4b66,direct,IA,2018-01-10,2019-01-10,2,1000,
4470354a955de4fc9a6b20afb9df8c69,sem,CA,2018-03-16,2019-03-16,7,100001,
5dcf60ea36ba80b8a18b7179f41f854e,email,CA,2018-03-05,2019-03-05,5,5008,
2f9046ff32e1a3e0a1fcd79354b3c5c9,email,CO,2018-02-22,2018-06-24,5,5006,Non-Payment
c0d3aec5fef348efd657febd78c08a9e,sem,MA,2018-05-31,2019-05-31,2,100012,
aae8946dd9aa54ee92f27238894ee217,support,SC,2017-12-19,2018-12-19,7,5010,
30b789af039406eed8a3e6a68c248462,social,NM,2017-05-01,2018-05-01,2,1000,
4d8fa965dfca7a4b7ec46086f1925875,support,PA,2018-02-21,2019-02-21,2,1000,
ad8045b4a5ab13c75a5f12b3b48b6951,sem,PA,2017-11-16,2018-11-16,5,5005,
b52082cd9792d8bae08ba1f577b5df86,organic,CO,2017-06-22,2018-06-22,2,1000,
2c7140616fb6229acc2354cf863774ed,display,PA,2018-05-09,2019-05-09,7,100001,
3d200ba40c5528a52ee3f86ef7bbda82,sem,NJ,2018-01-08,2019-01-08,2,1000,
c6bacd6b6bfc3994182f49e5851115cc,unknown,NV,2017-06-09,2018-06-09,3,3000,
df9ad299bb9d5d09b21bb6678d91a472,sem,IL,2017-01-05,2018-01-05,2,1000,
e0c4c4acb67e08fdf71125288106af6b,email,MT,2018-06-25,2019-06-25,7,100001,
6fe0ab0ecbc0facd740313afc6614bfc,organic,CO,2017-03-03,2018-03-03,2,1000,
6aa51a7b4ed49862bb7702bc9dff9103,sem,NY,2017-07-15,2018-07-15,2,1000,
6873d1dd5cc00e73a1f3a3e78d3ca3be,affiliation,NY,2018-03-31,2019-03-31,2,100012,
b871008398e76032a802daf430a0b3cf,email,ID,2017-05-24,2018-05-24,2,1000,
79bc687ead6343058761d4f9d94db630,affiliation,SC,2017-06-30,2018-06-30,2,1000,
9a546c4e7a48dfbf670c2e128dd42473,sem,NJ,2018-06-06,2018-07-06,7,100001,Insured is no longer in business
6a6c54759feab1411dd390de7c208c4b,referrer,TN,2017-08-07,2018-05-01,2,1000,No insurance
e159c0459218b4165a488a3a87529352,sem,FL,2017-10-30,2018-10-30,2,1000,
072c216e059c4852c7532254e1e28dae,affiliation,NJ,2017-11-25,2018-11-25,2,1000,
8fc10c147f33f569d3fdb135a8f31eee,email,NC,2018-04-18,2019-04-18,7,5006,
2e2baa38a655002a310997034308e887,support,CA,2018-01-17,2019-01-17,3,3000,
32cfedea350732687e8ddb0278698e62,sem,MO,2018-05-08,2019-05-08,7,100005,
c0119ccd6a9c7587ce792c96b02fca5d,email,AZ,2018-06-21,2019-06-21,7,100003,
0c6d5cb149cd8319eab596b058e4ec46,affiliation,AZ,2017-12-18,2018-12-18,2,1000,
ef1178c5d6bc79cba2359ca3b6dc7cfb,support,PA,2018-06-06,2019-06-06,7,5011,
0e76021899a3f9994152b68ff8770a34,sem,ND,2018-05-09,2019-05-09,7,100001,
5bb42335972bf091bbd4f7c6b853e8b6,sem,CA,2017-01-12,2017-07-15,2,1000,Non-Payment
b62411f34009043e907e15fc7fe60d16,sem,MN,2018-06-12,2019-06-12,7,100001,
bc725c225b9b29038878ab44f028ef1f,sem,CA,2018-03-13,2018-03-28,2,1000,No insurance
0fbc01fb191d8bcda76bc44fc79ad4c8,email,CA,2017-11-28,2018-11-28,3,3000,
0367e29de4b21a317b441c08aa5decf4,sem,GA,2018-04-19,2019-04-19,2,100013,
3a60410d21c8816dd25a28510b62d92d,video,CA,2018-05-29,2019-05-29,7,5010,
c4a6e1a23b563397dc6dd1e23f4b04fe,sem,UT,2017-10-30,2018-10-30,2,1000,
33d5e4ccbbf059b35a60e00e42aa66bb,email,TX,2017-10-14,2018-10-14,2,1000,
d6771cb1034da67280e73dc9cb29b4f0,affiliation,GA,2018-06-06,2019-06-06,2,1000,
7019534ec6c9a0053f5a9fb8c1c876e7,sem,CA,2018-01-07,2019-01-07,2,1000,
59605200de0f030540a334046482d773,sem,TX,2017-11-06,2018-11-06,5,5011,
cbbe0c594eb858a246aff92cf972c826,sem,CA,2018-02-01,2019-02-01,2,1000,
431f646e73489c4d6c772e9c74d449df,email,AL,2018-05-04,2019-05-04,7,5006,
389ce50febf9bb2ea28949dae745c795,social,KS,2018-04-17,2019-04-17,7,5006,
959c2633f9f6540bdef357a03ca6e763,support,MN,2017-05-23,2018-04-23,5,5005,Non-Payment
1efa81580651155462cb2d10fc9247f4,social,IL,2017-03-14,2018-03-14,3,3000,
321f6966563db198dd3eba2f00920034,sem,NJ,2017-09-20,2018-09-20,2,1000,
01c10f02782ccdfce585ffdd1f4c937b,email,NY,2018-02-19,2019-02-19,2,1000,
d15f02ce1fb26afb86f403e3e83456a6,sem,ME,2018-02-09,2019-02-09,5,5010,
da2f53109a7e1b551d6f47504e10eb37,support,CT,2017-10-01,2018-10-01,3,3000,
3274257465c7b1f5ff72ee4d2bcc7ef8,sem,PA,2017-10-12,2018-10-12,2,1000,
613b27466da02817bbfcc79b439883b8,sem,PA,2018-03-29,2018-05-29,7,100001,Non-Payment
8c0f9b153d602e86ee683e7e202b4c19,sem,CA,2017-09-14,2018-09-14,2,1000,
8c0f9b153d602e86ee683e7e202b4c19,sem,CA,2017-01-23,2017-04-27,2,1000,Non-Payment
0ae22fbe92f50500d78003fbcc533741,social,CA,2018-04-10,2019-04-10,7,100001,
ba96a1787efdee7bd283785ad319370e,social,FL,2016-12-19,2016-12-21,3,3000,No longer needed
5c4ae8b7f7ace6713baeeb81aa1c4e3f,sem,NJ,2017-02-04,2018-02-04,2,1000,
d55affbea0f01fe48647bd22b691f70b,sem,CA,2018-01-06,2018-01-17,2,1000,No longer in business
988c27cc03607accdfe01a99f897a84b,sem,GA,2017-02-04,2017-02-04,2,1000,Coverage not as expected
286577af0d3b8aca886e4749934f2578,sem,OH,2018-07-01,2019-07-01,7,100001,
469731fa8341c34377e80fb0293a8155,sem,IL,2017-08-01,2017-10-07,5,5006,Non-Payment
5dfc2eda2d7955b716238f0d7c39eb25,email,CO,2018-05-29,2019-05-29,7,100001,
b6fde58c1b49baf9e5c7473f2ee7ebc1,sem,FL,2017-10-17,2018-10-17,2,1000,
49fb2fea81657f5f09e53f07f7f7d815,sem,MI,2018-03-07,2019-03-07,7,5013,
263fabadb31ba383450393e6fc8b37b7,sem,VA,2016-12-01,2017-12-01,2,1000,
014fd5f599e5db4f21e5e608f975ccc4,organic,TN,2018-06-11,2019-06-11,7,1000,
38cb5728652961e2b9ba97a0c4f3e97a,email,NJ,2017-03-12,2018-03-12,2,1000,
591e3b8ab88566dddfd7794af34f2a92,support,AL,2017-11-27,2018-11-27,5,5006,
09edb6e15f165f6eb40dd928d2a7a707,sem,TX,2017-03-15,2018-02-15,2,1000,No longer in business
2eb35e56b6d37311d0c0a3a58fc30c3b,email,MD,2018-03-07,2018-06-07,2,1000,Non-Payment
8bbb6385dd7feebae09e98b0c0721470,email,MD,2018-05-08,2019-05-08,7,5003,
e206c2f0bfe4a5ee43a1264605446c8e,sem,OH,2018-07-01,2019-07-01,7,100001,
5e18ed2ca13e49aa230b17d1cb2f25f8,sem,NY,2016-11-10,2017-11-10,2,1000,
858e5cab7420a0791d8db5ce82c18be3,sem,AL,2018-06-01,2019-06-01,7,5003,
e576bd1ed1d6927ed9cd0ec8d79fee1f,sem,NY,2017-09-21,2018-09-21,2,1000,
9298f5f8dddcebd1c841879788a796a6,email,WI,2018-04-28,2019-04-28,7,100001,
6ab73ab0ef1fe083260a90ec5edc6413,organic,TX,2017-05-08,2017-10-08,2,1000,Non-Payment
ed6c7dcfb1797369aee8d25371b65c61,sem,FL,2017-08-05,2017-11-02,2,1000,Covered by employer
7580d575e5b8e7ce6f145d82aec23e7c,sem,VA,2018-03-16,2019-03-16,2,1000,
d981548781992715630d0a7d6fef18fa,sem,AZ,2018-04-23,2019-04-23,7,100001,
2641f412b4ac2cb0c3a212b46577f1b3,sem,ME,2017-12-11,2018-12-11,2,1000,
84c72a947b8940419d34934bcf0ffd29,sem,PA,2018-04-05,2019-04-05,7,5006,
96c24cfb93ea79a7acf760cf68b00059,sem,CA,2018-04-24,2019-04-24,3,3000,
5e09e6ed0e44460817ffb01dcbabb8ee,sem,GA,2018-02-12,2019-02-12,5,5010,
04004db72337c37fd64b54c79f5809c1,affiliation,FL,2018-03-10,2019-03-10,2,1000,
1d0dad02bf00ac7ec6dc0abc8eb78ed3,sem,SC,2018-06-19,2019-06-19,7,5005,
82a0724cda0873e9649ff9b168f31f45,sem,CA,2017-02-24,2018-02-24,2,1000,
f5b3955bc85e88fae65a0c41fb248ce5,email,ID,2018-02-01,2019-02-01,5,5006,
4fb5e977745f137c8d3507045b088ec8,sem,IL,2018-01-04,2018-07-05,5,5006,Insured is no longer in business
1c7f8eabb41c08e069bd186e09a6dd68,email,MD,2017-04-27,2017-04-27,3,3000,Coverage not as expected
c5839067da6acd256829787201801cf2,sem,IL,2018-05-12,2019-05-12,7,100001,
424178b3ef1f5ff0f3a348de8fc84b73,sem,CO,2017-11-27,2018-11-27,3,3000,
71b858e13c27c3a0629faa56626794eb,sem,CO,2018-06-18,2019-06-18,7,5003,
88f249c6f59f7d34e85be183512fddb6,sem,CA,2017-06-05,2018-06-05,2,1000,
93dc71c35abcd858a20880130ba7cc16,sem,MT,2017-08-04,2017-08-04,2,1001,Other
93dc71c35abcd858a20880130ba7cc16,sem,MT,2017-08-04,2017-08-04,2,1001,Other
4f3b36316272e7af91e5a1f95f5a675b,social,MO,2018-06-08,2019-06-08,7,100001,
ed65bc03e508f46d2e4e5274c6f9668b,support,FL,2017-07-18,2018-07-18,2,1000,
071245027fe1b833c4461d8e2f33d4a1,sem,SC,2018-03-15,2018-06-15,7,5011,Non-Payment
09be69f52cf6931c7b5456011f7d0c92,email,TX,2018-04-21,2019-04-21,7,5006,
0fa8db86c6c742ea4fdee228fc9c8167,organic,OR,2018-02-12,2019-02-12,2,1000,
f25d695ca9205907162c130cef95b627,organic,FL,2018-01-17,2019-01-17,3,3000,
54446ff0ba5318b6b3382f94257cb1a3,unknown,CA,2017-01-12,2018-01-12,2,1000,
f73966e75ca6b66b16b11c64ae1780cc,email,CA,2017-12-01,2018-12-01,2,1001,
f73966e75ca6b66b16b11c64ae1780cc,email,CA,2017-12-01,2018-12-01,2,1001,
770f68d322e76ee1f0d3f5f8394d8222,support,LA,2017-11-21,2018-05-04,5,5006,Insured is no longer in business
b89bb411e73975adf8c2fbd239363201,email,CA,2018-05-01,2018-05-01,7,100001,Coverage Needs Changed
98916497de6c6de3566de97ee8398cec,organic,NM,2018-06-11,2019-06-11,7,1000,
e36a74fcc1e4a83f7535798073a91c8d,sem,OH,2018-05-07,2019-05-07,7,100001,
7d82f4c3976c653411838f4abdb22a4c,unknown,FL,2017-06-05,2018-06-05,3,3000,
4919fcb0e91df122eefebf76ab68605d,email,LA,2017-05-08,2018-05-08,2,1000,
7109d1bfee3137f9398a1a91f98e839d,affiliation,WA,2018-03-27,2019-03-27,2,1000,
54cc424c8961428d9decd62be18028cf,email,SC,2018-03-23,2019-03-23,7,5006,
b63e4fd7dd2621ac28cf36b3975dd97d,email,NM,2018-04-12,2019-04-12,7,5003,
b16ebbd2089798d84435f5596d2a10b8,affiliation,FL,2018-02-23,2019-02-23,2,1000,
0efb1e583575a3b2249e616e873e9c7b,sem,IL,2017-09-18,2018-09-18,2,1000,
41f45e931b664ec089bbbb33461f88ff,email,CA,2018-03-06,2019-03-06,2,1000,
aba7ff86ba3e6809ffbe2c0a3c77f188,sem,SD,2018-06-22,2019-06-22,7,5003,
cce6f926d9aa7bd26d3bd7d11b27ba82,sem,VA,2018-01-03,2019-01-03,2,1000,
ba8231eff20941b28d06f7e7c5c2e697,sem,CA,2018-06-07,2019-06-07,7,5008,
